MSOAcode,log_Violent,PopDensity,Age16_29%,BAME%,Householdspaces_no_usualresidents,Household_Income,House_Price,Employment_Deprivation,EducationSkills_Deprivation,LivingEnvironment_Deprivation,Violent_Rate
E02000371,1.817542199,143,40.2295,40.5,0.342422681,4.681241237,5.843537363,0.088285714,11.27057143,60.61842857,65.69649479
E02006918,1.507379761,173,19.6884,60.1,0.477121255,4.592176757,5.574715177,0.1706,20.1342,38.6176,32.16471898
E02006921,1.385573808,187,19.297,50.4,0.380211242,4.563481085,5.652466818,0.185,37.14925,34.512,24.29818353
E02000372,1.660765652,28,24.5579,50,0.531478917,4.635483747,5.694078462,0.172,19.1906,38.417,45.78947368
E02000373,1.592830719,161,20.2042,62.6,-0.045757491,4.540329475,5.614659976,0.2185,26.482,33.1285,39.15892123
E02000374,1.320091364,131,21.3122,38.7,0.477121255,4.63447727,5.829779627,0.14725,11.514,39.964,20.8973571
E02000375,1.944080626,91,22.2157,41.7,0.591064607,4.622214023,5.820522627,0.16,8.217,43.85775,87.91857206
E02000376,1.85026784,165,25.1919,39,0.602059991,4.653212514,5.834467119,0.16125,9.47,51.244,70.83825266
E02000377,1.515563792,179,21.2985,36.3,0.447158031,4.662757832,5.799813191,0.1488,8.4168,48.163,32.77659174
E02000378,1.59480647,214,21.0702,30.6,0.431363764,4.729974286,5.853644074,0.11825,8.96875,53.84075,39.33747412
E02000379,1.178475178,113,16.8249,30.5,0.69019608,4.728353782,5.881994295,0.096,4.22725,42.572,15.08256404
E02000380,1.248932327,163,19.3565,26.6,0.643452676,4.790988475,6.006011828,0.085,7.6665,38.85675,17.73913043
E02000381,1.361964789,138,19.3122,24.4,0.505149978,4.77524626,6.08941546,0.1004,5.8738,50.0424,23.0125523
E02000382,1.504348943,92,18.4275,31.2,0.531478917,4.764922985,5.928349245,0.10975,3.62125,51.918,31.94103194
E02000383,1.301462106,150,27.4085,38.8,0.86332286,4.758154622,5.869501603,0.086333333,6.875166667,51.9785,20.0199093
E02000384,1.899641721,91,22.7369,36.3,0.602059991,4.673941999,5.878714198,0.16,16.7078,49.5758,79.367321
E02000385,1.224488846,148,30.3354,25.6,0.643452676,4.819543936,5.865164997,0.06975,3.10025,54.22475,16.76829268
E02000386,1.52162882,183,25.3905,42.4,0.591064607,4.650307523,5.841924187,0.1664,14.69,44.4538,33.23753592
