"","sum.w","X.Intercept.","pop_density","age16_29_percent","bame_percent","householdspaces_no_usualresidents","employment_deprivation","house_price","education_skills_deprivation","living_environment_deprivation","X.Intercept._se","pop_density_se","age16_29_percent_se","bame_percent_se","householdspaces_no_usualresidents_se","employment_deprivation_se","house_price_se","education_skills_deprivation_se","living_environment_deprivation_se","gwr.e","pred","pred.se","localR2","X.Intercept._se_EDF","pop_density_se_EDF","age16_29_percent_se_EDF","bame_percent_se_EDF","householdspaces_no_usualresidents_se_EDF","employment_deprivation_se_EDF","house_price_se_EDF","education_skills_deprivation_se_EDF","living_environment_deprivation_se_EDF","pred.se.1"
"192",95.0174475333547,2.05938491585664,-0.00115555482942112,0.00921945624991719,0.000373907817602758,0.137170003454628,1.90567632984884,-0.248125257986337,0.00455560593253774,0.00880307546097833,0.422146168679707,0.000339692461445887,0.00241785252313658,0.000919920280697603,0.0516354897059342,0.479646641284904,0.0742017386543398,0.00247644213442777,0.00141558958498232,0.0449165178902041,1.33115443810979,0.0250743373920314,0.660059446385212,0.428693713376229,0.000344961137888799,0.0024553537457921,0.000934188369814561,0.0524363631991931,0.487086026159985,0.0753526177489397,0.00251485208995153,0.00143754557266448,0.0254632437874714
"193",91.1685197053881,2.17489441971246,-0.00128838797136025,0.0101829826444239,0.000170290733478455,0.146350496140526,1.96441369221112,-0.268095623389607,0.0040405352638044,0.00859564369308181,0.464845085221272,0.000348908429595544,0.00248499373328726,0.000922829724949729,0.0495602615711494,0.489956163147209,0.0817883678206111,0.00238867626935801,0.00141460692930328,-0.0699885080520576,1.54357855005206,0.0213964871782281,0.665045806954205,0.472054895941487,0.000354320046962379,0.00252353632527658,0.000937142939944158,0.0503289479927822,0.49755545011356,0.0830569165691071,0.00242572496433505,0.00143654767586173,0.0217283496148485
"194",96.2622399069305,2.19156093764395,-0.00134424507066708,0.0103378822152313,4.16555803030202e-05,0.152438894122113,2.00246300651403,-0.271133041757821,0.00392115621765517,0.00868949308614313,0.455563492258585,0.00033599574827051,0.00238819450184597,0.000894883856530974,0.0474400662188209,0.47515392672594,0.0801457194976219,0.00225930291641014,0.00136528209337366,-0.0405916434237641,1.37204279142376,0.0237422161155594,0.674392241090231,0.46262934420507,0.000341207088187494,0.00242523572454314,0.000908763627291793,0.0481758681211457,0.482523628984985,0.0813887905464171,0.00229434501302432,0.00138645780499431,0.0241104611281751
"195",102.634638310647,2.15439440791242,-0.00140558050619319,0.0102062573733955,-5.97603574819893e-05,0.157423624024977,2.07480826810904,-0.263994237176248,0.00363453443035321,0.00877656765923557,0.44472770564942,0.000313833371245987,0.00224689235569123,0.000859246840806205,0.0447686254765606,0.453649352146188,0.0782985574311702,0.00213420881774806,0.00130146677621796,-0.0164449228182823,1.54615540781828,0.0266151333216467,0.679572550718649,0.45162549306658,0.000318700969670296,0.00228174196281469,0.000872573876588903,0.0454629929683382,0.460685515518262,0.0795129787441887,0.00216731068781743,0.00132165270355913,0.0270279376722639
"196",95.6059119837762,2.25494982701464,-0.00148048372498114,0.0108256259566279,-0.000204420700775078,0.163276782975955,2.11132724081899,-0.282083977137389,0.00333610820815129,0.00873582761420573,0.474953337969937,0.000336693222883868,0.00239164548748614,0.000872922129624221,0.0461223814680164,0.471044520207566,0.0835931277904821,0.00219863201765588,0.00135594106760308,-0.146435950829904,1.5889430148299,0.0246443051982231,0.686048798355739,0.482319929069997,0.000341915380727306,0.00242874023544164,0.000886461271003078,0.0468377459000006,0.478350485010603,0.0848896686124491,0.00223273310034918,0.00137697189863904,0.0250265417356403
"197",94.3059731351507,2.23829279856305,-0.00124936670000628,0.0101711068211627,0.000141014186647686,0.146982343004198,1.9256405851645,-0.280503051067586,0.00429074590804311,0.00880041931317276,0.442280932608849,0.000353039676350559,0.00248006759501127,0.000912990442638677,0.0507072727049142,0.486697748081016,0.0776349522423855,0.00237966833688395,0.00141950199719082,0.00841120602750749,1.3190849579725,0.0350825394478495,0.676532370092623,0.449140770242181,0.000358515369918454,0.00251853378192354,0.000927151049021461,0.0514937494257915,0.494246496584937,0.078839080948348,0.00241657731759879,0.00144151866692036,0.0356266744232319
"198",98.2746745012533,2.24761944771409,-0.00133158382879698,0.0104834873211413,1.09332100145347e-06,0.154234809130719,1.97760764032442,-0.282191378232909,0.00410045243798918,0.00882919589248255,0.443664428421713,0.000341395979470581,0.00239655978646791,0.000889134006998796,0.0481625170154234,0.474640003459206,0.0779468965571293,0.00224227232287958,0.00137093674372037,0.122981957635091,1.52855500736491,0.023321757780579,0.684080230217408,0.45054572426394,0.000346691077710576,0.00243373075587138,0.000902924596808552,0.0489095242282135,0.482001734698237,0.079155863561992,0.00227705027266353,0.00139220015973973,0.0236834814270292
"199",90.8265653888915,2.33336230661085,-0.00121514255531901,0.0103457438604338,0.000121045277379068,0.144768133898506,1.89547504127803,-0.298127130610773,0.00431901802207807,0.00888691492490765,0.447062592249311,0.000372637362166676,0.00258345112191097,0.000926225023279269,0.0533856380025312,0.499442642613444,0.0782848566336614,0.00247167633609018,0.00147812739687834,0.141806231554183,1.37407420944582,0.0368126433794358,0.683282104535689,0.453996594076333,0.000378417018516539,0.00262352080143666,0.000940590899814226,0.0542136565347546,0.507189066171161,0.0794990654454405,0.00251001237343123,0.00150105335455902,0.0373836125029454
"200",96.9886343433052,2.32258680633523,-0.00140563016187201,0.0110814513128991,-0.00014759644798199,0.16106074066211,2.01297634867726,-0.296423016241243,0.00392141303034663,0.00888530739836529,0.455288165302171,0.000351565419785117,0.00244457959313272,0.000882384717376303,0.0481481891168181,0.478234951935982,0.0799997626750622,0.00221475268815976,0.00138322268057973,-0.08246414896706,1.63051597596706,0.0294541494364909,0.695123191554454,0.462349746889982,0.000357018247432455,0.00248249535629196,0.000896070624782778,0.0488949741019452,0.485652441316575,0.0812405699136173,0.00224910380465294,0.00140467665315673,0.0299109873145572
"201",99.2869826260301,2.28592562396102,-0.00153400182369159,0.0110577994434736,-0.000314746857917326,0.171346088840307,2.1353957406268,-0.289319084516576,0.00344506551758062,0.00898653523393828,0.459388839667627,0.000337223975198461,0.00235586948900904,0.000849496403480785,0.0460007312547019,0.463931712178094,0.0808918427816462,0.00215565360953895,0.00133862353936443,-0.0884902632893048,1.49963032028931,0.0193994363770982,0.702215414987055,0.466514023274562,0.000342454365082743,0.00239240934634495,0.000862672208649694,0.0467142088752731,0.47112735635774,0.0821464863044178,0.00218908809125607,0.00135938577317367,0.0197003242832081
