LSOACode,Violence_Total
E01002762,4
E01002763,16
E01002763,16
E01002763,14
E01002763,2
E01002763,2
E01002763,4
E01002764,8
E01002764,18
E01002764,26
E01002764,0
E01002764,1
E01002764,6
E01002765,23
E01002765,31
E01002765,38
E01002765,0
E01002765,1
E01002765,3
E01002765,8
E01002766,10
E01002766,12
E01002766,25
E01002766,0
E01002766,1
E01002766,3
E01002766,2
E01002767,8
E01002767,13
E01002767,16
E01002767,0
E01002767,2
E01002767,4
E01002768,11
E01002768,15
E01002768,20
E01002768,0
E01002768,0
E01002768,4
E01002768,4
E01002769,5
E01002769,8
E01002769,21
E01002769,1
E01002769,2
E01002769,2
E01002770,39
E01002770,63
E01002770,92
E01002770,0
E01002770,6
E01002770,6
E01002770,26
E01002771,5
E01002771,14
E01002771,9
E01002771,0
E01002771,2
E01002771,7
E01002772,18
E01002772,25
E01002772,31
E01002772,0
E01002772,2
E01002772,2
E01002772,7
E01002773,11
E01002773,11
E01002773,24
E01002773,2
E01002773,3
E01002773,4
E01002774,13
E01002774,16
E01002774,21
E01002774,0
E01002774,3
E01002774,6
E01002775,3
E01002775,5
E01002775,16
E01002775,2
E01002775,1
E01002775,1
E01002776,13
E01002776,15
E01002776,21
E01002776,2
E01002776,4
E01002776,4
E01002777,8
E01002777,4
E01002777,9
E01002777,3
E01002777,0
E01002777,6
E01002778,12
E01002778,14
E01002778,29
E01002778,2
E01002778,3
E01002778,7
E01002779,8
E01002779,14
E01002779,37
E01002779,2
E01002779,0
E01002779,6
E01002780,9
E01002780,10
E01002780,22
E01002780,0
E01002780,2
E01002780,3
E01002781,11
E01002781,10
E01002781,17
E01002781,0
E01002781,0
E01002781,1
E01002781,5
E01002782,8
E01002782,13
E01002782,18
E01002782,7
E01002782,6
E01002782,4
E01002783,15
E01002783,22
E01002783,28
E01002783,1
E01002783,0
E01002783,3
E01002783,9
E01002784,13
E01002784,23
E01002784,12
E01002784,3
E01002784,7
E01002784,12
E01002785,6
E01002785,15
E01002785,17
E01002785,0
E01002785,8
E01002785,2
E01002786,10
E01002786,23
E01002786,21
E01002786,2
E01002786,2
E01002786,5
E01002787,7
E01002787,11
E01002787,17
E01002787,0
E01002787,5
E01002787,4
E01002788,3
E01002788,14
E01002788,12
E01002788,2
E01002788,0
E01002788,6
E01002789,5
E01002789,9
E01002789,10
E01002789,0
E01002789,1
E01002789,3
E01002790,18
E01002790,14
E01002790,36
E01002790,0
E01002790,1
E01002790,3
E01002790,7
E01002791,6
E01002791,18
E01002791,14
E01002791,0
E01002791,3
E01002791,6
E01002792,7
E01002792,10
E01002792,23
E01002792,2
E01002792,0
E01002792,8
E01002793,16
E01002793,23
E01002793,28
E01002793,3
E01002793,5
E01002793,13
E01002794,48
E01002794,65
E01002794,67
E01002794,6
E01002794,10
E01002794,29
E01002795,20
E01002795,55
E01002795,55
E01002795,0
E01002795,4
E01002795,4
E01002795,17
E01002796,10
E01002796,12
E01002796,8
E01002796,1
E01002796,4
E01002796,2
E01002797,15
E01002797,17
E01002797,39
E01002797,3
E01002797,4
E01002797,8
E01002798,12
E01002798,7
E01002798,14
E01002798,2
E01002798,0
E01002798,6
E01002799,7
E01002799,10
E01002799,24
E01002799,0
E01002799,0
E01002799,1
E01002799,7
E01002800,8
E01002800,6
E01002800,12
E01002800,3
E01002800,1
E01002800,5
E01002801,7
E01002801,12
E01002801,19
E01002801,0
E01002801,0
E01002801,15
E01002802,8
E01002802,11
E01002802,14
E01002802,0
E01002802,0
E01002802,1
E01002803,20
E01002803,46
E01002803,41
E01002803,1
E01002803,2
E01002803,4
E01002803,9
E01002804,12
E01002804,13
E01002804,26
E01002804,0
E01002804,0
E01002804,4
E01002805,13
E01002805,23
E01002805,37
E01002805,3
E01002805,1
E01002805,7
E01002806,5
E01002806,7
E01002806,9
E01002806,3
E01002806,0
E01002806,2
E01002807,11
E01002807,11
E01002807,20
E01002807,0
E01002807,5
E01002807,7
E01002808,10
E01002808,13
E01002808,19
E01002808,0
E01002808,0
E01002808,3
E01002808,5
E01002809,7
E01002809,16
E01002809,18
E01002809,2
E01002809,3
E01002809,7
E01002810,12
E01002810,8
E01002810,20
E01002810,0
E01002810,2
E01002810,0
E01002810,11
E01002811,7
E01002811,10
E01002811,13
E01002811,0
E01002811,1
E01002811,2
E01002812,9
E01002812,7
E01002812,7
E01002812,0
E01002812,0
E01002812,2
E01002813,1
E01002813,6
E01002813,5
E01002813,1
E01002813,0
E01002813,2
E01002814,8
E01002814,12
E01002814,40
E01002814,4
E01002814,2
E01002814,8
E01002815,6
E01002815,13
E01002815,9
E01002815,1
E01002815,0
E01002815,0
E01002816,2
E01002816,3
E01002816,10
E01002816,0
E01002816,0
E01002816,0
E01002817,5
E01002817,23
E01002817,19
E01002817,1
E01002817,1
E01002817,2
E01002818,12
E01002818,23
E01002818,28
E01002818,3
E01002818,0
E01002818,5
E01002819,18
E01002819,27
E01002819,43
E01002819,0
E01002819,4
E01002819,8
E01002820,4
E01002820,17
E01002820,20
E01002820,29
E01002820,0
E01002820,2
E01002821,10
E01002821,25
E01002821,19
E01002821,0
E01002821,2
E01002821,5
E01002822,4
E01002822,4
E01002822,9
E01002822,0
E01002822,0
E01002822,0
E01002823,8
E01002823,5
E01002823,19
E01002823,1
E01002823,3
E01002823,5
E01002824,2
E01002824,6
E01002824,8
E01002824,0
E01002824,0
E01002824,1
E01002825,4
E01002825,8
E01002825,21
E01002825,0
E01002825,1
E01002825,3
E01002826,11
E01002826,16
E01002826,22
E01002826,0
E01002826,1
E01002826,6
E01002827,10
E01002827,14
E01002827,19
E01002827,1
E01002827,2
E01002827,6
E01002828,7
E01002828,5
E01002828,9
E01002828,0
E01002828,2
E01002828,1
E01002829,13
E01002829,12
E01002829,21
E01002829,3
E01002829,5
E01002829,11
E01002830,9
E01002830,13
E01002830,19
E01002830,0
E01002830,1
E01002830,2
E01002830,11
E01002831,21
E01002831,37
E01002831,57
E01002831,0
E01002831,8
E01002831,9
E01002831,16
E01002832,8
E01002832,12
E01002832,30
E01002832,3
E01002832,4
E01002832,7
E01002833,6
E01002833,20
E01002833,19
E01002833,1
E01002833,0
E01002833,1
E01002833,8
E01002834,2
E01002834,5
E01002834,4
E01002834,0
E01002834,0
E01002834,3
E01002835,6
E01002835,20
E01002835,23
E01002835,1
E01002835,3
E01002835,10
E01002836,5
E01002836,4
E01002836,7
E01002836,0
E01002836,0
E01002836,5
E01002837,4
E01002837,2
E01002837,6
E01002837,0
E01002837,0
E01002837,2
E01002838,4
E01002838,3
E01002838,1
E01002838,0
E01002838,0
E01002839,5
E01002839,8
E01002839,19
E01002839,1
E01002839,0
E01002839,6
E01002840,8
E01002840,9
E01002840,18
E01002840,1
E01002840,0
E01002840,11
E01002841,11
E01002841,7
E01002841,34
E01002841,0
E01002841,0
E01002841,1
E01002841,2
E01002842,4
E01002842,6
E01002842,14
E01002842,1
E01002842,1
E01002842,2
E01002843,18
E01002843,27
E01002843,30
E01002843,3
E01002843,2
E01002843,10
E01002844,6
E01002844,14
E01002844,16
E01002844,0
E01002844,0
E01002844,2
E01002845,2
E01002845,6
E01002845,7
E01002845,0
E01002845,1
E01002845,0
E01002846,6
E01002846,18
E01002846,26
E01002846,2
E01002846,1
E01002846,5
E01002847,3
E01002847,11
E01002847,10
E01002847,0
E01002847,2
E01002847,0
E01002847,3
E01002848,2
E01002848,11
E01002848,16
E01002848,0
E01002848,3
E01002848,2
E01002849,3
E01002849,9
E01002849,8
E01002849,0
E01002849,1
E01002849,1
E01002849,2
E01002850,15
E01002850,33
E01002850,54
E01002850,3
E01002850,5
E01002850,8
E01002851,14
E01002851,21
E01002851,42
E01002851,4
E01002851,4
E01002851,14
E01002852,37
E01002852,34
E01002852,41
E01002852,7
E01002852,2
E01002852,20
E01002853,7
E01002853,9
E01002853,16
E01002853,1
E01002853,4
E01002853,7
E01002854,16
E01002854,27
E01002854,19
E01002854,5
E01002854,3
E01002854,7
E01002855,21
E01002855,28
E01002855,32
E01002855,5
E01002855,7
E01002855,9
E01002856,16
E01002856,21
E01002856,44
E01002856,6
E01002856,7
E01002856,12
E01002857,8
E01002857,11
E01002857,30
E01002857,1
E01002857,0
E01002857,7
E01002858,6
E01002858,10
E01002858,23
E01002858,0
E01002858,2
E01002858,4
E01002859,13
E01002859,13
E01002859,15
E01002859,1
E01002859,0
E01002859,2
E01002860,1
E01002860,8
E01002860,8
E01002860,0
E01002860,3
E01002860,1
E01002861,4
E01002861,5
E01002861,10
E01002861,0
E01002861,2
E01002861,3
E01002862,5
E01002862,3
E01002862,7
E01002862,0
E01002862,0
E01002862,2
E01002863,3
E01002863,2
E01002863,1
E01002863,1
E01002863,2
E01002864,1
E01002864,5
E01002864,12
E01002864,4
E01002864,0
E01002864,0
E01002865,0
E01002865,4
E01002865,7
E01002865,1
E01002865,0
E01002865,0
E01002866,6
E01002866,9
E01002866,18
E01002866,0
E01002866,2
E01002866,3
E01002867,10
E01002867,22
E01002867,26
E01002867,0
E01002867,1
E01002867,2
E01002868,3
E01002868,8
E01002868,8
E01002868,1
E01002868,0
E01002868,2
E01002869,10
E01002869,10
E01002869,18
E01002869,1
E01002869,4
E01002869,6
E01002870,14
E01002870,17
E01002870,32
E01002870,3
E01002870,0
E01002870,7
E01002871,5
E01002871,11
E01002871,7
E01002871,2
E01002871,1
E01002871,4
E01002872,6
E01002872,9
E01002872,10
E01002872,3
E01002872,3
E01002872,2
E01002873,5
E01002873,10
E01002873,12
E01002873,3
E01002873,2
E01002873,4
E01002874,7
E01002874,9
E01002874,4
E01002874,0
E01002874,2
E01002874,4
E01002875,2
E01002875,1
E01002875,11
E01002875,2
E01002875,2
E01002875,2
E01002876,7
E01002876,5
E01002876,10
E01002876,0
E01002876,4
E01002876,3
E01002877,8
E01002877,17
E01002877,18
E01002877,0
E01002877,5
E01002877,0
E01002877,5
E01002878,16
E01002878,22
E01002878,37
E01002878,7
E01002878,3
E01002878,12
E01002879,7
E01002879,10
E01002879,23
E01002879,2
E01002879,1
E01002879,3
E01002880,8
E01002880,19
E01002880,20
E01002880,2
E01002880,3
E01002880,4
E01002881,7
E01002881,13
E01002881,14
E01002881,1
E01002881,1
E01002881,0
E01002882,8
E01002882,4
E01002882,7
E01002882,0
E01002882,2
E01002882,2
E01002883,7
E01002883,14
E01002883,20
E01002883,10
E01002883,2
E01002883,6
E01002884,12
E01002884,26
E01002884,35
E01002884,6
E01002884,2
E01002884,12
E01002885,6
E01002885,13
E01002885,12
E01002885,0
E01002885,0
E01002885,3
E01002886,3
E01002886,9
E01002886,15
E01002886,2
E01002886,0
E01002886,3
E01002887,5
E01002887,7
E01002887,6
E01002887,0
E01002887,0
E01002887,5
E01002888,2
E01002888,10
E01002888,5
E01002888,0
E01002888,1
E01002889,12
E01002889,26
E01002889,26
E01002889,2
E01002889,2
E01002889,9
E01002890,0
E01002890,1
E01002890,4
E01002890,1
E01002890,0
E01002890,0
E01002891,1
E01002891,3
E01002891,7
E01002891,0
E01002891,2
E01002891,2
E01002892,4
E01002892,7
E01002892,8
E01002892,0
E01002892,0
E01002892,0
E01002893,4
E01002893,5
E01002893,10
E01002893,1
E01002893,2
E01002893,3
E01002894,2
E01002894,9
E01002894,21
E01002894,0
E01002894,1
E01002894,5
E01002895,4
E01002895,6
E01002895,8
E01002895,0
E01002895,0
E01002895,2
E01002896,7
E01002896,10
E01002896,19
E01002896,1
E01002896,0
E01002896,2
E01002897,6
E01002897,15
E01002897,18
E01002897,1
E01002897,1
E01002897,4
E01002898,0
E01002898,4
E01002898,6
E01002898,1
E01002898,2
E01002898,0
E01002899,11
E01002899,9
E01002899,19
E01002899,0
E01002899,5
E01002899,2
E01002900,6
E01002900,6
E01002900,6
E01002900,2
E01002900,3
E01002900,0
E01002901,1
E01002901,2
E01002901,4
E01002901,1
E01002901,0
E01002901,1
E01002902,4
E01002902,13
E01002902,18
E01002902,0
E01002902,0
E01002902,2
E01002903,3
E01002903,11
E01002903,15
E01002903,0
E01002903,2
E01002903,1
E01002904,5
E01002904,6
E01002904,16
E01002904,0
E01002904,3
E01002904,0
E01002905,13
E01002905,16
E01002905,18
E01002905,5
E01002905,2
E01002905,10
E01002906,41
E01002906,75
E01002906,44
E01002906,1
E01002906,6
E01002906,7
E01002907,11
E01002907,4
E01002907,9
E01002907,2
E01002907,1
E01002907,1
E01002908,9
E01002908,11
E01002908,12
E01002908,3
E01002908,1
E01002908,5
E01002909,9
E01002909,11
E01002909,16
E01002909,1
E01002909,0
E01002909,5
E01002910,0
E01002910,2
E01002910,7
E01002910,0
E01002910,0
E01002910,1
E01002911,7
E01002911,10
E01002911,14
E01002911,0
E01002911,1
E01002911,4
E01002912,24
E01002912,31
E01002912,29
E01002912,0
E01002912,4
E01002912,9
E01002913,1
E01002913,10
E01002913,19
E01002913,0
E01002913,0
E01002913,3
E01002914,7
E01002914,16
E01002914,9
E01002914,0
E01002914,1
E01002914,5
E01002915,1
E01002915,5
E01002915,3
E01002915,0
E01002915,0
E01002915,0
E01002916,7
E01002916,4
E01002916,5
E01002916,0
E01002916,0
E01002916,5
E01002917,2
E01002917,4
E01002917,3
E01002917,0
E01002918,4
E01002918,4
E01002918,5
E01002918,0
E01002918,3
E01002919,16
E01002919,12
E01002919,25
E01002919,0
E01002919,2
E01002919,8
E01002920,1
E01002920,3
E01002920,4
E01002920,0
E01002920,0
E01002920,0
E01002921,9
E01002921,10
E01002921,11
E01002921,2
E01002921,2
E01002921,4
E01002922,2
E01002922,2
E01002922,9
E01002922,0
E01002922,0
E01002923,5
E01002923,12
E01002923,14
E01002923,0
E01002923,0
E01002923,1
E01002924,3
E01002924,2
E01002924,4
E01002924,0
E01002924,0
E01002925,3
E01002925,5
E01002925,12
E01002925,0
E01002925,1
E01002925,2
E01002926,2
E01002926,2
E01002926,6
E01002926,0
E01002926,3
E01002927,2
E01002927,2
E01002927,6
E01002927,0
E01002927,2
E01002927,2
E01002928,5
E01002928,4
E01002928,10
E01002928,1
E01002928,2
E01002928,6
E01002929,7
E01002929,4
E01002929,10
E01002929,0
E01002929,1
E01002929,1
E01002930,22
E01002930,20
E01002930,15
E01002930,1
E01002930,2
E01002930,2
E01002930,10
E01002931,7
E01002931,8
E01002931,10
E01002931,0
E01002931,1
E01002932,13
E01002932,20
E01002932,21
E01002932,1
E01002932,0
E01002932,6
E01002933,4
E01002933,6
E01002933,10
E01002933,0
E01002933,0
E01002933,4
E01002934,2
E01002934,1
E01002934,6
E01002934,0
E01002934,1
E01002934,1
E01002935,2
E01002935,3
E01002935,6
E01002935,0
E01002935,2
E01002935,2
E01002937,4
E01002937,4
E01002937,1
E01002937,1
E01002937,1
E01002937,4
E01002938,6
E01002938,1
E01002938,9
E01002938,0
E01002938,0
E01002938,3
E01002939,4
E01002939,8
E01002939,14
E01002939,0
E01002939,2
E01002939,5
E01002940,9
E01002940,4
E01002940,7
E01002940,0
E01002940,0
E01002940,2
E01002941,7
E01002941,3
E01002941,4
E01002941,0
E01002941,0
E01002941,5
E01002942,5
E01002942,1
E01002942,12
E01002942,0
E01002942,0
E01002942,1
E01002943,9
E01002943,3
E01002943,4
E01002943,0
E01002943,1
E01002943,0
E01002944,5
E01002944,1
E01002944,7
E01002944,1
E01002944,0
E01002945,3
E01002945,5
E01002945,9
E01002945,0
E01002945,0
E01002945,0
E01002946,3
E01002946,2
E01002946,5
E01002946,0
E01002946,1
E01002947,6
E01002947,4
E01002947,3
E01002947,0
E01002947,1
E01002948,12
E01002948,17
E01002948,28
E01002948,2
E01002948,2
E01002948,1
E01002949,5
E01002949,8
E01002949,17
E01002949,0
E01002949,2
E01002949,1
E01002950,15
E01002950,5
E01002950,17
E01002950,1
E01002950,2
E01002950,1
E01002951,3
E01002951,3
E01002951,8
E01002951,1
E01002951,0
E01002952,2
E01002952,0
E01002952,4
E01002952,0
E01002952,1
E01002953,0
E01002953,3
E01002953,3
E01002953,2
E01002954,18
E01002954,16
E01002954,21
E01002954,1
E01002954,6
E01002954,2
E01002955,5
E01002955,1
E01002955,3
E01002955,0
E01002955,0
E01002955,1
E01002956,5
E01002956,5
E01002956,4
E01002956,1
E01002956,0
E01002956,0
E01002957,7
E01002957,9
E01002957,13
E01002957,0
E01002957,2
E01002957,1
E01002958,5
E01002958,4
E01002958,2
E01002958,0
E01002958,1
E01002958,2
E01002959,2
E01002959,2
E01002959,5
E01002959,1
E01002959,0
E01002960,0
E01002960,3
E01002960,8
E01002960,0
E01002960,3
E01002960,1
E01002961,5
E01002961,6
E01002961,5
E01002961,0
E01002961,2
E01002962,3
E01002962,4
E01002962,6
E01002962,0
E01002962,0
E01002962,1
E01002963,4
E01002963,3
E01002963,8
E01002963,0
E01002963,0
E01002963,0
E01002964,43
E01002964,37
E01002964,26
E01002964,0
E01002964,2
E01002964,4
E01002964,20
E01002965,11
E01002965,14
E01002965,17
E01002965,5
E01002965,1
E01002965,5
E01002966,2
E01002966,8
E01002966,15
E01002966,1
E01002966,2
E01002967,5
E01002967,4
E01002967,8
E01002967,0
E01002967,3
E01002968,176
E01002968,155
E01002968,160
E01002968,18
E01002968,28
E01002968,91
E01002969,19
E01002969,20
E01002969,36
E01002969,0
E01002969,2
E01002969,11
E01002970,10
E01002970,6
E01002970,22
E01002970,0
E01002970,3
E01002970,3
E01002970,2
E01002971,9
E01002971,8
E01002971,10
E01002971,0
E01002971,0
E01002971,5
E01002972,13
E01002972,19
E01002972,17
E01002972,2
E01002972,2
E01002972,5
E01002973,6
E01002973,8
E01002973,11
E01002973,0
E01002973,0
E01002973,1
E01002973,3
E01002974,8
E01002974,8
E01002974,8
E01002974,1
E01002974,4
E01002974,1
E01002975,5
E01002975,4
E01002975,20
E01002975,1
E01002975,0
E01002975,2
E01002976,1
E01002976,4
E01002976,5
E01002976,0
E01002976,1
E01002976,0
E01002977,6
E01002977,5
E01002977,9
E01002977,1
E01002977,1
E01002977,1
E01002978,2
E01002978,8
E01002978,17
E01002978,0
E01002978,0
E01002978,2
E01002979,4
E01002979,2
E01002979,3
E01002979,1
E01002979,0
E01002980,3
E01002980,0
E01002980,3
E01002980,0
E01002980,1
E01002981,6
E01002981,7
E01002981,8
E01002981,0
E01002981,2
E01002981,1
E01002982,1
E01002982,3
E01002982,2
E01002982,0
E01002982,0
E01002982,0
E01002983,5
E01002983,6
E01002983,5
E01002983,0
E01002983,0
E01002983,1
E01002984,8
E01002984,4
E01002984,7
E01002984,0
E01002984,0
E01002984,0
E01002984,0
E01002985,9
E01002985,12
E01002985,9
E01002985,0
E01002985,0
E01002985,5
E01002986,2
E01002986,4
E01002986,5
E01002986,1
E01002986,1
E01002987,28
E01002987,34
E01002987,39
E01002987,0
E01002987,0
E01002987,5
E01002988,6
E01002988,11
E01002988,10
E01002988,0
E01002988,1
E01002988,0
E01002989,3
E01002989,4
E01002989,3
E01002989,0
E01002989,2
E01002990,6
E01002990,4
E01002990,11
E01002990,0
E01002990,0
E01002990,1
E01002991,3
E01002991,2
E01002991,7
E01002991,0
E01002991,0
E01002992,2
E01002992,5
E01002992,6
E01002992,0
E01002992,0
E01002992,0
E01002993,6
E01002993,5
E01002993,8
E01002993,0
E01002993,1
E01002994,4
E01002994,7
E01002994,2
E01002994,0
E01002994,0
E01002995,4
E01002995,3
E01002995,10
E01002995,0
E01002995,0
E01002995,1
E01002996,7
E01002996,5
E01002996,6
E01002996,0
E01002996,0
E01002996,1
E01002997,0
E01002997,1
E01002997,5
E01002997,0
E01002997,0
E01002997,1
E01002998,3
E01002998,10
E01002998,10
E01002998,0
E01002998,0
E01002998,7
E01002999,6
E01002999,10
E01002999,21
E01002999,0
E01002999,1
E01002999,3
E01003000,10
E01003000,3
E01003000,8
E01003000,1
E01003000,0
E01003000,4
E01003001,7
E01003001,5
E01003001,4
E01003001,0
E01003001,2
E01003001,3
E01003002,7
E01003002,8
E01003002,11
E01003002,1
E01003002,1
E01003002,1
E01003003,14
E01003003,23
E01003003,28
E01003003,1
E01003003,0
E01003003,4
E01003004,3
E01003004,9
E01003004,16
E01003004,0
E01003004,4
E01003004,2
E01003005,4
E01003005,4
E01003005,4
E01003005,0
E01003005,0
E01003006,2
E01003006,3
E01003006,4
E01003006,1
E01003006,1
E01003007,7
E01003007,7
E01003007,7
E01003007,0
E01003007,2
E01003008,1
E01003008,5
E01003008,6
E01003008,0
E01003008,0
E01003008,1
E01003009,4
E01003009,2
E01003009,10
E01003009,1
E01003009,0
E01003009,1
E01003010,1
E01003010,2
E01003010,7
E01003010,0
E01003010,0
E01003010,0
E01003011,1
E01003011,8
E01003011,5
E01003011,1
E01003011,0
E01003011,0
E01003013,62
E01003013,84
E01003013,74
E01003013,4
E01003013,19
E01003013,28
E01003014,14
E01003014,16
E01003014,17
E01003014,3
E01003014,1
E01003014,9
E01003015,7
E01003015,10
E01003015,9
E01003015,1
E01003015,1
E01003015,4
E01003016,18
E01003016,23
E01003016,35
E01003016,1
E01003016,1
E01003016,9
E01003017,13
E01003017,26
E01003017,26
E01003017,0
E01003017,2
E01003017,2
E01003017,13
E01003018,23
E01003018,21
E01003018,29
E01003018,2
E01003018,3
E01003018,18
E01003019,9
E01003019,12
E01003019,12
E01003019,2
E01003019,0
E01003019,4
E01003020,22
E01003020,39
E01003020,25
E01003020,6
E01003020,4
E01003020,12
E01003021,14
E01003021,18
E01003021,28
E01003021,0
E01003021,1
E01003021,12
E01003021,14
E01003022,3
E01003022,7
E01003022,5
E01003022,0
E01003022,1
E01003022,1
E01003023,12
E01003023,25
E01003023,24
E01003023,0
E01003023,0
E01003023,3
E01003023,3
E01003024,16
E01003024,15
E01003024,7
E01003024,0
E01003024,1
E01003024,8
E01003024,10
E01003025,18
E01003025,14
E01003025,11
E01003025,3
E01003025,0
E01003025,6
E01003026,19
E01003026,12
E01003026,9
E01003026,0
E01003026,1
E01003026,10
E01003027,2
E01003027,2
E01003027,2
E01003027,0
E01003027,0
E01003027,2
E01003028,8
E01003028,6
E01003028,9
E01003028,0
E01003028,0
E01003028,2
E01003029,9
E01003029,8
E01003029,18
E01003029,2
E01003029,5
E01003029,1
E01003030,10
E01003030,9
E01003030,22
E01003030,1
E01003030,2
E01003030,4
E01003031,4
E01003031,15
E01003031,10
E01003031,0
E01003031,4
E01003031,1
E01003032,12
E01003032,23
E01003032,34
E01003032,10
E01003032,6
E01003032,6
E01003033,5
E01003033,4
E01003033,6
E01003033,0
E01003033,3
E01003033,4
E01003034,6
E01003034,6
E01003034,6
E01003034,0
E01003034,1
E01003034,1
E01003034,1
E01003035,58
E01003035,56
E01003035,36
E01003035,7
E01003035,13
E01003035,51
E01003036,3
E01003036,8
E01003036,15
E01003036,0
E01003036,1
E01003036,3
E01003037,12
E01003037,29
E01003037,23
E01003037,0
E01003037,4
E01003037,7
E01003038,5
E01003038,2
E01003038,4
E01003038,0
E01003038,0
E01003038,0
E01003038,2
E01003039,17
E01003039,26
E01003039,23
E01003039,1
E01003039,0
E01003039,5
E01003040,10
E01003040,3
E01003040,5
E01003040,1
E01003040,5
E01003041,29
E01003041,35
E01003041,25
E01003041,2
E01003041,5
E01003041,10
E01003042,6
E01003042,11
E01003042,18
E01003042,1
E01003042,0
E01003042,2
E01003043,6
E01003043,5
E01003043,5
E01003043,0
E01003043,2
E01003043,4
E01003044,4
E01003044,3
E01003044,5
E01003044,1
E01003044,1
E01003044,4
E01003045,24
E01003045,8
E01003045,17
E01003045,16
E01003045,5
E01003045,13
E01003046,14
E01003046,11
E01003046,16
E01003046,0
E01003046,8
E01003046,2
E01003046,5
E01003047,101
E01003047,159
E01003047,151
E01003047,0
E01003047,13
E01003047,47
E01003047,80
E01003048,29
E01003048,18
E01003048,13
E01003048,0
E01003048,3
E01003048,8
E01003048,13
E01003049,17
E01003049,12
E01003049,22
E01003049,6
E01003049,1
E01003049,6
E01003050,13
E01003050,18
E01003050,16
E01003050,7
E01003050,2
E01003050,12
E01003051,24
E01003051,22
E01003051,20
E01003051,0
E01003051,10
E01003051,2
E01003051,16
E01003052,21
E01003052,27
E01003052,26
E01003052,0
E01003052,8
E01003052,3
E01003052,17
E01003053,7
E01003053,9
E01003053,16
E01003053,3
E01003053,3
E01003053,4
E01003054,10
E01003054,18
E01003054,12
E01003054,0
E01003054,2
E01003054,4
E01003055,37
E01003055,43
E01003055,47
E01003055,0
E01003055,14
E01003055,5
E01003055,23
E01003056,5
E01003056,10
E01003056,8
E01003056,2
E01003056,3
E01003056,3
E01003057,7
E01003057,11
E01003057,19
E01003057,0
E01003057,1
E01003057,1
E01003057,6
E01003058,14
E01003058,17
E01003058,17
E01003058,0
E01003058,4
E01003058,3
E01003058,10
E01003059,15
E01003059,19
E01003059,13
E01003059,0
E01003059,3
E01003059,3
E01003059,2
E01003060,10
E01003060,8
E01003060,19
E01003060,0
E01003060,2
E01003060,1
E01003060,5
E01003061,26
E01003061,26
E01003061,25
E01003061,0
E01003061,4
E01003061,11
E01003061,11
E01003062,12
E01003062,15
E01003062,27
E01003062,0
E01003062,3
E01003062,11
E01003063,7
E01003063,7
E01003063,14
E01003063,0
E01003063,1
E01003063,1
E01003063,4
E01003064,4
E01003064,3
E01003064,12
E01003064,0
E01003064,0
E01003064,2
E01003065,17
E01003065,14
E01003065,18
E01003065,0
E01003065,4
E01003065,7
E01003066,29
E01003066,25
E01003066,26
E01003066,0
E01003066,13
E01003066,2
E01003066,15
E01003067,2
E01003067,9
E01003067,14
E01003067,0
E01003067,0
E01003067,1
E01003067,3
E01003068,8
E01003068,10
E01003068,13
E01003068,0
E01003068,0
E01003068,4
E01003068,4
E01003069,8
E01003069,15
E01003069,22
E01003069,3
E01003069,1
E01003069,3
E01003070,8
E01003070,13
E01003070,15
E01003070,1
E01003070,3
E01003070,5
E01003071,6
E01003071,7
E01003071,8
E01003071,1
E01003071,3
E01003071,3
E01003072,5
E01003072,7
E01003072,7
E01003072,0
E01003072,0
E01003072,0
E01003073,11
E01003073,13
E01003073,15
E01003073,1
E01003073,2
E01003073,7
E01003074,23
E01003074,19
E01003074,40
E01003074,3
E01003074,1
E01003074,9
E01003075,16
E01003075,14
E01003075,21
E01003075,0
E01003075,2
E01003075,8
E01003075,7
E01003076,47
E01003076,52
E01003076,47
E01003076,0
E01003076,4
E01003076,19
E01003076,21
E01003077,11
E01003077,14
E01003077,14
E01003077,0
E01003077,2
E01003077,1
E01003077,3
E01003078,2
E01003078,1
E01003078,4
E01003078,0
E01003078,5
E01003078,1
E01003079,12
E01003079,12
E01003079,21
E01003079,0
E01003079,3
E01003079,1
E01003079,7
E01003080,5
E01003080,6
E01003080,16
E01003080,0
E01003080,3
E01003080,2
E01003081,14
E01003081,22
E01003081,22
E01003081,3
E01003081,5
E01003081,14
E01003082,6
E01003082,11
E01003082,15
E01003082,1
E01003082,4
E01003082,3
E01003083,6
E01003083,8
E01003083,8
E01003083,1
E01003083,2
E01003083,4
E01003084,6
E01003084,3
E01003084,7
E01003084,0
E01003084,0
E01003084,5
E01003085,3
E01003085,3
E01003085,12
E01003085,0
E01003085,2
E01003085,1
E01003086,12
E01003086,13
E01003086,18
E01003086,0
E01003086,2
E01003086,5
E01003086,7
E01003087,13
E01003087,17
E01003087,28
E01003087,4
E01003087,1
E01003087,1
E01003088,13
E01003088,10
E01003088,9
E01003088,2
E01003088,1
E01003088,8
E01003089,15
E01003089,26
E01003089,21
E01003089,0
E01003089,2
E01003089,2
E01003089,4
E01003090,30
E01003090,34
E01003090,23
E01003090,8
E01003090,3
E01003090,20
E01003091,7
E01003091,6
E01003091,11
E01003091,1
E01003091,9
E01003091,4
E01003092,12
E01003092,12
E01003092,20
E01003092,1
E01003092,3
E01003092,10
E01003093,21
E01003093,17
E01003093,31
E01003093,6
E01003093,7
E01003093,11
E01003094,7
E01003094,6
E01003094,14
