LSOACode,Violence_Total
E01001305,0
E01001306,2
E01001306,2
E01001306,6
E01001306,0
E01001306,0
E01001306,1
E01001307,10
E01001307,7
E01001307,12
E01001307,1
E01001307,3
E01001307,7
E01001308,9
E01001308,5
E01001308,8
E01001308,0
E01001308,0
E01001308,1
E01001309,12
E01001309,6
E01001309,15
E01001309,0
E01001309,0
E01001309,0
E01001309,4
E01001310,8
E01001310,9
E01001310,11
E01001310,1
E01001310,2
E01001310,4
E01001311,12
E01001311,12
E01001311,13
E01001311,0
E01001311,2
E01001311,6
E01001312,5
E01001312,10
E01001312,7
E01001312,0
E01001312,0
E01001312,4
E01001313,5
E01001313,13
E01001313,3
E01001313,1
E01001313,0
E01001313,3
E01001314,6
E01001314,3
E01001314,3
E01001314,0
E01001314,1
E01001314,0
E01001315,3
E01001315,15
E01001315,4
E01001315,1
E01001315,1
E01001315,2
E01001316,12
E01001316,12
E01001316,13
E01001316,0
E01001316,0
E01001316,2
E01001316,3
E01001317,13
E01001317,12
E01001317,14
E01001317,1
E01001317,2
E01001317,3
E01001318,12
E01001318,18
E01001318,21
E01001318,0
E01001318,3
E01001318,3
E01001319,2
E01001319,10
E01001319,5
E01001319,0
E01001319,1
E01001319,0
E01001320,8
E01001320,8
E01001320,8
E01001320,0
E01001320,4
E01001320,4
E01001321,3
E01001321,13
E01001321,17
E01001321,1
E01001321,2
E01001321,3
E01001322,9
E01001322,17
E01001322,25
E01001322,1
E01001322,5
E01001322,8
E01001323,15
E01001323,25
E01001323,22
E01001323,0
E01001323,4
E01001323,3
E01001323,9
E01001324,11
E01001324,18
E01001324,14
E01001324,0
E01001324,2
E01001324,3
E01001325,6
E01001325,12
E01001325,18
E01001325,0
E01001325,4
E01001325,2
E01001326,16
E01001326,19
E01001326,20
E01001326,3
E01001326,3
E01001326,4
E01001327,4
E01001327,11
E01001327,29
E01001327,0
E01001327,1
E01001327,4
E01001327,3
E01001328,12
E01001328,20
E01001328,21
E01001328,3
E01001328,2
E01001328,7
E01001329,6
E01001329,9
E01001329,12
E01001329,0
E01001329,6
E01001329,4
E01001330,20
E01001330,8
E01001330,17
E01001330,3
E01001330,5
E01001330,6
E01001331,9
E01001331,10
E01001331,17
E01001331,1
E01001331,3
E01001331,5
E01001332,10
E01001332,15
E01001332,8
E01001332,3
E01001332,3
E01001332,4
E01001333,18
E01001333,34
E01001333,33
E01001333,3
E01001333,3
E01001333,15
E01001334,6
E01001334,10
E01001334,11
E01001334,0
E01001334,2
E01001334,3
E01001334,6
E01001335,5
E01001335,5
E01001335,11
E01001335,1
E01001335,4
E01001335,1
E01001336,14
E01001336,11
E01001336,12
E01001336,1
E01001336,3
E01001336,6
E01001337,25
E01001337,50
E01001337,41
E01001337,1
E01001337,10
E01001337,8
E01001338,12
E01001338,25
E01001338,18
E01001338,0
E01001338,1
E01001338,3
E01001338,4
E01001339,10
E01001339,17
E01001339,24
E01001339,0
E01001339,2
E01001339,5
E01001340,111
E01001340,211
E01001340,28
E01001340,0
E01001340,0
E01001340,8
E01001340,18
E01001341,3
E01001341,5
E01001341,17
E01001341,0
E01001341,1
E01001341,2
E01001342,7
E01001342,6
E01001342,7
E01001342,0
E01001342,0
E01001342,1
E01001343,5
E01001343,9
E01001343,9
E01001343,0
E01001343,0
E01001343,4
E01001344,6
E01001344,11
E01001344,9
E01001344,0
E01001344,0
E01001344,2
E01001344,3
E01001345,6
E01001345,7
E01001345,8
E01001345,1
E01001345,2
E01001346,1
E01001346,4
E01001346,3
E01001346,0
E01001346,1
E01001346,1
E01001347,8
E01001347,16
E01001347,26
E01001347,2
E01001347,2
E01001347,7
E01001348,6
E01001348,4
E01001348,8
E01001348,0
E01001348,0
E01001348,0
E01001348,3
E01001349,10
E01001349,11
E01001349,24
E01001349,0
E01001349,0
E01001349,4
E01001349,7
E01001350,3
E01001350,4
E01001350,4
E01001350,0
E01001350,1
E01001350,0
E01001351,43
E01001351,82
E01001351,54
E01001351,0
E01001351,5
E01001351,21
E01001351,21
E01001352,11
E01001352,10
E01001352,10
E01001352,0
E01001352,1
E01001352,3
E01001353,8
E01001353,19
E01001353,15
E01001353,2
E01001353,2
E01001353,3
E01001354,5
E01001354,25
E01001354,11
E01001354,2
E01001354,2
E01001354,7
E01001355,16
E01001355,13
E01001355,16
E01001355,1
E01001355,3
E01001355,0
E01001356,10
E01001356,16
E01001356,28
E01001356,1
E01001356,6
E01001356,6
E01001357,8
E01001357,10
E01001357,8
E01001357,0
E01001357,3
E01001357,6
E01001358,9
E01001358,7
E01001358,9
E01001358,0
E01001358,1
E01001358,0
E01001358,2
E01001359,14
E01001359,17
E01001359,20
E01001359,0
E01001359,4
E01001359,3
E01001359,7
E01001360,8
E01001360,15
E01001360,14
E01001360,2
E01001360,3
E01001360,1
E01001361,59
E01001361,108
E01001361,85
E01001361,8
E01001361,9
E01001361,47
E01001362,18
E01001362,28
E01001362,14
E01001362,0
E01001362,0
E01001362,8
E01001363,7
E01001363,12
E01001363,16
E01001363,0
E01001363,4
E01001363,6
E01001364,11
E01001364,17
E01001364,28
E01001364,1
E01001364,1
E01001364,0
E01001364,5
E01001365,8
E01001365,16
E01001365,18
E01001365,0
E01001365,1
E01001365,4
E01001365,7
E01001366,8
E01001366,11
E01001366,10
E01001366,0
E01001366,3
E01001366,6
E01001367,19
E01001367,44
E01001367,38
E01001367,0
E01001367,0
E01001367,8
E01001367,11
E01001368,18
E01001368,16
E01001368,12
E01001368,0
E01001368,4
E01001368,4
E01001369,19
E01001369,23
E01001369,27
E01001369,1
E01001369,8
E01001369,8
E01001370,9
E01001370,20
E01001370,25
E01001370,1
E01001370,3
E01001370,5
E01001371,12
E01001371,23
E01001371,19
E01001371,0
E01001371,3
E01001371,0
E01001371,8
E01001372,12
E01001372,8
E01001372,21
E01001372,1
E01001372,4
E01001372,2
E01001373,5
E01001373,9
E01001373,15
E01001373,0
E01001373,0
E01001373,1
E01001373,3
E01001374,2
E01001374,4
E01001374,8
E01001374,3
E01001374,1
E01001374,1
E01001375,1
E01001375,2
E01001375,7
E01001375,0
E01001375,0
E01001375,1
E01001376,3
E01001376,6
E01001376,4
E01001376,0
E01001376,3
E01001376,5
E01001377,4
E01001377,5
E01001377,3
E01001377,0
E01001377,0
E01001377,0
E01001379,1
E01001379,6
E01001379,3
E01001379,0
E01001379,0
E01001380,4
E01001380,6
E01001380,12
E01001380,0
E01001380,1
E01001380,1
E01001381,15
E01001381,21
E01001381,22
E01001381,0
E01001381,3
E01001381,3
E01001382,3
E01001382,1
E01001382,1
E01001382,0
E01001382,0
E01001382,0
E01001383,3
E01001383,9
E01001383,10
E01001383,0
E01001383,5
E01001383,2
E01001384,8
E01001384,14
E01001384,15
E01001384,0
E01001384,2
E01001384,3
E01001385,5
E01001385,12
E01001385,7
E01001385,0
E01001385,1
E01001385,6
E01001386,2
E01001386,7
E01001386,11
E01001386,1
E01001386,0
E01001386,1
E01001387,3
E01001387,18
E01001387,26
E01001387,2
E01001387,2
E01001387,5
E01001388,17
E01001388,18
E01001388,27
E01001388,0
E01001388,1
E01001388,1
E01001388,11
E01001389,17
E01001389,31
E01001389,33
E01001389,3
E01001389,3
E01001389,13
E01001390,4
E01001390,12
E01001390,4
E01001390,0
E01001390,0
E01001390,2
E01001391,9
E01001391,13
E01001391,12
E01001391,0
E01001391,1
E01001391,2
E01001391,2
E01001392,2
E01001392,2
E01001392,12
E01001392,0
E01001392,0
E01001392,0
E01001392,1
E01001393,6
E01001393,9
E01001393,8
E01001393,0
E01001393,0
E01001393,5
E01001394,8
E01001394,11
E01001394,11
E01001394,1
E01001394,1
E01001394,8
E01001395,6
E01001395,13
E01001395,19
E01001395,0
E01001395,2
E01001395,3
E01001396,6
E01001396,6
E01001396,7
E01001396,0
E01001396,2
E01001396,5
E01001397,10
E01001397,13
E01001397,13
E01001397,0
E01001397,0
E01001397,3
E01001398,1
E01001398,1
E01001398,3
E01001398,0
E01001398,0
E01001398,4
E01001399,3
E01001399,3
E01001399,6
E01001399,0
E01001399,2
E01001399,1
E01001400,3
E01001400,6
E01001400,1
E01001400,1
E01001400,1
E01001400,0
E01001400,4
E01001401,4
E01001401,8
E01001401,3
E01001401,0
E01001401,1
E01001401,2
E01001402,2
E01001402,8
E01001402,5
E01001402,0
E01001402,1
E01001402,4
E01001403,9
E01001403,7
E01001403,10
E01001403,0
E01001403,0
E01001403,0
E01001404,6
E01001404,3
E01001404,5
E01001404,0
E01001404,1
E01001404,2
E01001405,2
E01001405,1
E01001405,3
E01001405,2
E01001405,0
E01001405,1
E01001406,10
E01001406,8
E01001406,13
E01001406,0
E01001406,2
E01001406,5
E01001407,4
E01001407,10
E01001407,9
E01001407,0
E01001407,0
E01001407,2
E01001408,4
E01001408,11
E01001408,5
E01001408,0
E01001408,2
E01001408,8
E01001409,13
E01001409,17
E01001409,27
E01001409,1
E01001409,1
E01001409,5
E01001410,12
E01001410,13
E01001410,18
E01001410,0
E01001410,5
E01001410,7
E01001411,10
E01001411,14
E01001411,10
E01001411,0
E01001411,0
E01001411,3
E01001411,1
E01001412,11
E01001412,16
E01001412,28
E01001412,4
E01001412,5
E01001412,4
E01001413,3
E01001413,6
E01001413,3
E01001413,0
E01001413,3
E01001414,11
E01001414,8
E01001414,17
E01001414,0
E01001414,0
E01001414,2
E01001414,3
E01001415,2
E01001415,13
E01001415,11
E01001415,1
E01001415,0
E01001415,1
E01001416,0
E01001416,1
E01001416,1
E01001416,2
E01001416,0
E01001417,5
E01001417,6
E01001417,6
E01001417,4
E01001417,1
E01001417,1
E01001418,3
E01001418,12
E01001418,9
E01001418,0
E01001418,1
E01001418,4
E01001419,5
E01001419,9
E01001419,12
E01001419,0
E01001419,0
E01001419,1
E01001420,3
E01001420,3
E01001420,24
E01001420,0
E01001420,0
E01001420,2
E01001421,4
E01001421,6
E01001421,11
E01001421,2
E01001421,0
E01001421,1
E01001422,3
E01001422,3
E01001422,6
E01001422,0
E01001422,2
E01001422,1
E01001423,11
E01001423,12
E01001423,19
E01001423,3
E01001423,5
E01001423,5
E01001424,9
E01001424,2
E01001424,15
E01001424,0
E01001424,1
E01001424,3
E01001424,7
E01001425,17
E01001425,26
E01001425,21
E01001425,0
E01001425,3
E01001425,2
E01001425,9
E01001426,21
E01001426,12
E01001426,20
E01001426,3
E01001426,6
E01001426,8
E01001427,21
E01001427,25
E01001427,20
E01001427,3
E01001427,4
E01001427,10
E01001428,7
E01001428,13
E01001428,8
E01001428,0
E01001428,4
E01001428,4
E01001429,59
E01001429,64
E01001429,67
E01001429,0
E01001429,7
E01001429,12
E01001429,22
E01001430,8
E01001430,12
E01001430,18
E01001430,2
E01001430,2
E01001430,3
E01001431,13
E01001431,8
E01001431,22
E01001431,1
E01001431,3
E01001431,5
E01001432,14
E01001432,25
E01001432,21
E01001432,0
E01001432,2
E01001432,3
E01001432,10
E01001433,6
E01001433,12
E01001433,18
E01001433,1
E01001433,6
E01001433,6
E01001434,1
E01001434,4
E01001434,15
E01001434,1
E01001434,1
E01001434,0
E01001435,9
E01001435,13
E01001435,7
E01001435,0
E01001435,0
E01001435,3
E01001436,9
E01001436,4
E01001436,16
E01001436,0
E01001436,0
E01001436,0
E01001436,3
E01001437,17
E01001437,18
E01001437,32
E01001437,0
E01001437,10
E01001437,7
E01001438,13
E01001438,17
E01001438,18
E01001438,0
E01001438,3
E01001438,6
E01001439,22
E01001439,25
E01001439,29
E01001439,1
E01001439,8
E01001439,8
E01001440,8
E01001440,10
E01001440,17
E01001440,0
E01001440,0
E01001440,4
E01001441,19
E01001441,11
E01001441,23
E01001441,2
E01001441,1
E01001441,6
E01001442,13
E01001442,19
E01001442,27
E01001442,3
E01001442,2
E01001442,8
E01001444,6
E01001444,1
E01001444,17
E01001444,0
E01001444,0
E01001444,1
E01001445,19
E01001445,20
E01001445,46
E01001445,3
E01001445,6
E01001445,8
E01001446,2
E01001446,6
E01001446,12
E01001446,3
E01001446,3
E01001446,3
E01001447,8
E01001447,9
E01001447,16
E01001447,1
E01001447,2
E01001447,4
E01001448,8
E01001448,13
E01001448,14
E01001448,0
E01001448,1
E01001448,3
E01001449,8
E01001449,12
E01001449,17
E01001449,3
E01001449,3
E01001449,1
E01001450,14
E01001450,20
E01001450,31
E01001450,5
E01001450,3
E01001450,13
E01001451,6
E01001451,5
E01001451,3
E01001451,2
E01001451,0
E01001451,1
E01001452,2
E01001452,7
E01001452,5
E01001452,1
E01001452,2
E01001452,1
E01001453,2
E01001453,4
E01001453,7
E01001453,0
E01001453,0
E01001453,1
E01001454,3
E01001454,6
E01001454,2
E01001454,1
E01001454,0
E01001455,5
E01001455,4
E01001455,11
E01001455,0
E01001455,0
E01001455,4
E01001455,1
E01001456,3
E01001456,4
E01001456,1
E01001456,0
E01001456,0
E01001456,0
E01001457,5
E01001457,7
E01001457,12
E01001457,0
E01001457,0
E01001457,1
E01001458,16
E01001458,17
E01001458,27
E01001458,0
E01001458,2
E01001458,3
E01001458,8
E01001459,4
E01001459,8
E01001459,8
E01001459,1
E01001459,0
E01001459,1
E01001460,29
E01001460,23
E01001460,29
E01001460,2
E01001460,5
E01001460,15
E01001461,11
E01001461,20
E01001461,25
E01001461,1
E01001461,5
E01001461,4
E01001462,8
E01001462,7
E01001462,5
E01001462,0
E01001462,0
E01001462,2
E01001462,2
E01001463,5
E01001463,8
E01001463,4
E01001463,0
E01001463,0
E01001463,0
E01001464,4
E01001464,8
E01001464,6
E01001464,0
E01001464,5
E01001464,1
E01001465,10
E01001465,17
E01001465,15
E01001465,0
E01001465,1
E01001465,8
E01001466,7
E01001466,13
E01001466,6
E01001466,0
E01001466,3
E01001466,3
E01001467,4
E01001467,9
E01001467,9
E01001467,0
E01001467,0
E01001467,1
E01001467,2
E01001468,40
E01001468,50
E01001468,12
E01001468,0
E01001468,0
E01001468,13
E01001469,3
E01001469,6
E01001469,6
E01001469,0
E01001469,0
E01001470,3
E01001470,3
E01001470,3
E01001470,1
E01001470,0
E01001471,2
E01001471,2
E01001471,14
E01001471,0
E01001471,0
E01001471,1
E01001472,6
E01001472,1
E01001472,8
E01001472,0
E01001472,1
E01001472,1
E01001473,4
E01001473,5
E01001473,11
E01001473,0
E01001473,0
E01001473,3
E01001474,6
E01001474,4
E01001474,10
E01001474,0
E01001474,0
E01001474,3
E01001474,0
E01001475,5
E01001475,3
E01001475,6
E01001475,0
E01001475,1
E01001476,10
E01001476,14
E01001476,7
E01001476,1
E01001476,1
E01001476,3
E01001477,15
E01001477,14
E01001477,24
E01001477,1
E01001477,4
E01001477,5
E01001478,7
E01001478,6
E01001478,11
E01001478,0
E01001478,0
E01001478,2
E01001479,10
E01001479,22
E01001479,20
E01001479,3
E01001479,4
E01001479,10
E01001480,5
E01001480,11
E01001480,11
E01001480,1
E01001480,0
E01001480,4
E01001481,4
E01001481,7
E01001481,9
E01001481,1
E01001481,1
E01001481,1
E01001482,16
E01001482,17
E01001482,20
E01001482,3
E01001482,1
E01001482,4
E01001483,9
E01001483,4
E01001483,12
E01001483,2
E01001483,0
E01001483,2
E01001484,4
E01001484,3
E01001484,8
E01001484,0
E01001484,2
E01001485,15
E01001485,8
E01001485,19
E01001485,3
E01001485,1
E01001485,7
E01001486,14
E01001486,21
E01001486,15
E01001486,1
E01001486,3
E01001486,6
E01001487,13
E01001487,16
E01001487,12
E01001487,0
E01001487,2
E01001487,0
E01001487,7
E01001488,11
E01001488,7
E01001488,10
E01001488,2
E01001488,1
E01001488,1
E01001489,12
E01001489,16
E01001489,21
E01001489,1
E01001489,4
E01001489,7
E01001491,17
E01001491,14
E01001491,16
E01001491,1
E01001491,2
E01001491,4
E01001492,17
E01001492,9
E01001492,15
E01001492,0
E01001492,2
E01001492,2
E01001493,6
E01001493,4
E01001493,7
E01001493,0
E01001493,0
E01001493,1
E01001494,2
E01001494,5
E01001494,6
E01001494,1
E01001494,2
E01001494,1
E01001495,10
E01001495,9
E01001495,17
E01001495,1
E01001495,1
E01001495,2
E01001496,4
E01001496,3
E01001496,5
E01001496,0
E01001496,1
E01001496,2
E01001497,8
E01001497,4
E01001497,10
E01001497,3
E01001497,2
E01001498,19
E01001498,28
E01001498,20
E01001498,5
E01001498,1
E01001498,6
E01001499,2
E01001499,5
E01001499,6
E01001499,0
E01001499,0
E01001499,1
E01001499,0
E01001500,3
E01001500,6
E01001500,8
E01001500,1
E01001500,1
E01001500,0
E01001501,8
E01001501,12
E01001501,20
E01001501,1
E01001501,1
E01001501,7
E01001502,11
E01001502,21
E01001502,20
E01001502,1
E01001502,11
E01001502,2
E01001503,8
E01001503,9
E01001503,9
E01001503,0
E01001503,3
E01001503,3
E01001504,3
E01001504,4
E01001504,26
E01001504,0
E01001504,1
E01001504,1
E01001505,12
E01001505,9
E01001505,10
E01001505,3
E01001505,2
E01001505,2
E01001506,10
E01001506,14
E01001506,20
E01001506,2
E01001506,1
E01001506,5
E01001507,22
E01001507,28
E01001507,49
E01001507,0
E01001507,5
E01001507,5
E01001507,13
E01001508,16
E01001508,16
E01001508,16
E01001508,0
E01001508,2
E01001508,3
E01001508,6
E01001509,10
E01001509,8
E01001509,17
E01001509,0
E01001509,1
E01001509,1
E01001509,1
E01001510,8
E01001510,8
E01001510,14
E01001510,3
E01001510,8
E01001510,10
E01001511,12
E01001511,12
E01001511,9
E01001511,0
E01001511,3
E01001511,4
E01001512,11
E01001512,18
E01001512,19
E01001512,2
E01001512,0
E01001512,6
E01001513,30
E01001513,35
E01001513,40
E01001513,0
E01001513,4
E01001513,8
E01001513,14
E01001514,6
E01001514,8
E01001514,16
E01001514,0
E01001514,0
E01001514,6
E01001515,16
E01001515,13
E01001515,20
E01001515,0
E01001515,1
E01001515,8
E01001515,5
E01001516,6
E01001516,12
E01001516,23
E01001516,0
E01001516,1
E01001516,1
E01001516,4
E01001517,11
E01001517,13
E01001517,15
E01001517,4
E01001517,7
E01001517,7
E01001518,4
E01001518,9
E01001518,10
E01001518,0
E01001518,1
E01001518,1
E01001519,16
E01001519,27
E01001519,38
E01001519,0
E01001519,5
E01001519,3
E01001519,9
E01001520,6
E01001520,15
E01001520,13
E01001520,0
E01001520,3
E01001520,2
E01001521,4
E01001521,1
E01001521,4
E01001521,0
E01001521,1
E01001521,1
E01001522,9
E01001522,9
E01001522,9
E01001522,0
E01001522,0
E01001522,1
E01001523,6
E01001523,3
E01001523,3
E01001523,0
E01001523,1
E01001523,2
E01001524,7
E01001524,6
E01001524,8
E01001524,0
E01001524,2
E01001525,5
E01001525,5
E01001525,13
E01001525,0
E01001525,0
E01001525,3
E01001526,1
E01001526,2
E01001526,2
E01001526,0
E01001526,0
E01001526,0
E01001527,0
E01001527,10
E01001527,7
E01001527,0
E01001527,1
E01001527,5
E01001528,7
E01001528,8
E01001528,17
E01001528,1
E01001528,1
E01001528,2
E01001529,9
E01001529,9
E01001529,4
E01001529,0
E01001529,2
E01001529,5
E01001530,2
E01001530,9
E01001530,11
E01001530,0
E01001530,1
E01001530,2
E01001530,3
E01001531,2
E01001531,1
E01001531,4
E01001531,0
E01001531,0
E01001531,2
E01001532,3
E01001532,1
E01001532,5
E01001532,0
E01001532,2
E01001533,1
E01001533,4
E01001533,0
E01001533,0
E01001533,0
E01001534,9
E01001534,11
E01001534,17
E01001534,2
E01001534,1
E01001534,2
E01001535,4
E01001535,4
E01001535,5
E01001535,0
E01001535,0
E01001535,0
E01001536,23
E01001536,17
E01001536,23
E01001536,5
E01001536,3
E01001536,10
E01001537,4
E01001537,5
E01001537,4
E01001537,0
E01001537,0
E01001537,3
E01001538,6
E01001538,4
E01001538,5
E01001538,0
E01001538,0
E01001538,1
E01001539,5
E01001539,11
E01001539,9
E01001539,3
E01001539,1
E01001539,5
E01001540,5
E01001540,6
E01001540,8
E01001540,1
E01001540,2
E01001540,3
E01001541,5
E01001541,5
E01001541,6
E01001541,0
E01001541,1
E01001542,8
E01001542,11
E01001542,9
E01001542,0
E01001542,1
E01001542,4
E01001543,1
E01001543,4
E01001543,3
E01001543,0
E01001543,0
E01001543,0
E01001544,3
E01001544,7
E01001544,13
E01001544,0
E01001544,1
E01001544,1
E01001545,15
E01001545,7
E01001545,12
E01001545,1
E01001545,3
E01001545,6
E01001546,14
E01001546,5
E01001546,9
E01001546,0
E01001546,1
E01001546,2
E01001547,16
E01001547,14
E01001547,16
E01001547,0
E01001547,1
E01001547,2
E01001547,6
E01001548,14
E01001548,6
E01001548,9
E01001548,0
E01001548,0
E01001548,3
E01001549,14
E01001549,9
E01001549,24
E01001549,0
E01001549,0
E01001549,12
E01001549,8
E01001550,10
E01001550,14
E01001550,9
E01001550,1
E01001550,1
E01001550,3
E01001551,12
E01001551,17
E01001551,25
E01001551,0
E01001551,1
E01001551,0
E01001551,5
E01001552,20
E01001552,23
E01001552,10
E01001552,0
E01001552,3
E01001552,6
E01001552,9
E01001553,7
E01001553,12
E01001553,14
E01001553,1
E01001553,3
E01001553,4
E01001554,9
E01001554,24
E01001554,21
E01001554,4
E01001554,1
E01001554,3
E01001555,13
E01001555,15
E01001555,20
E01001555,3
E01001555,4
E01001555,5
E01001556,6
E01001556,8
E01001556,6
E01001556,0
E01001556,0
E01001556,2
E01001557,2
E01001557,6
E01001557,9
E01001557,0
E01001557,0
E01001557,1
E01001558,23
E01001558,36
E01001558,31
E01001558,0
E01001558,3
E01001558,9
E01001558,21
E01001559,25
E01001559,18
E01001559,26
E01001559,0
E01001559,0
E01001559,3
E01001559,13
E01001560,5
E01001560,3
E01001560,11
E01001560,0
E01001560,0
E01001560,3
E01001562,29
E01001562,26
E01001562,21
E01001562,0
E01001562,1
E01001562,4
E01001563,5
E01001563,4
E01001563,8
E01001563,1
E01001563,0
E01001563,1
E01001564,2
E01001564,1
E01001564,2
E01001564,0
E01001564,1
E01001564,1
E01001565,1
E01001565,2
E01001565,3
E01001565,0
E01001565,2
E01001565,1
E01001566,4
E01001566,3
E01001566,8
E01001566,0
E01001566,2
E01001567,5
E01001567,3
E01001567,5
E01001567,0
E01001567,5
E01001568,2
E01001568,2
E01001568,11
E01001568,0
E01001568,0
E01001568,0
E01001569,11
E01001569,5
E01001569,10
E01001569,0
E01001569,2
E01001569,3
E01001570,10
E01001570,10
E01001570,18
E01001570,4
E01001570,2
E01001570,3
E01001571,6
E01001571,9
E01001571,9
E01001571,1
E01001571,0
E01001571,5
E01001572,13
E01001572,8
E01001572,16
E01001572,0
E01001572,1
E01001572,2
E01001573,5
E01001573,4
E01001573,7
E01001573,0
E01001573,0
E01001573,4
E01001574,25
E01001574,27
E01001574,29
E01001574,1
E01001574,5
E01001574,10
E01001575,12
E01001575,20
E01001575,21
E01001575,3
E01001575,2
E01001575,6
E01001576,16
E01001576,16
E01001576,39
E01001576,0
E01001576,0
E01001576,3
E01001576,7
E01001577,9
E01001577,15
E01001577,19
E01001577,2
E01001577,3
E01001577,6
E01001578,14
E01001578,23
E01001578,31
E01001578,0
E01001578,1
E01001578,3
E01001578,9
E01001579,22
E01001579,19
E01001579,38
E01001579,0
E01001579,2
E01001579,5
E01001580,8
E01001580,8
E01001580,26
E01001580,0
E01001580,0
E01001580,1
E01001580,6
E01001581,16
E01001581,15
E01001581,16
E01001581,2
E01001581,0
E01001581,4
E01001582,10
E01001582,9
E01001582,26
E01001582,0
E01001582,0
E01001582,1
E01001582,4
E01001583,3
E01001583,8
E01001583,15
E01001583,0
E01001583,0
E01001583,2
E01001584,10
E01001584,5
E01001584,9
E01001584,0
E01001584,0
E01001584,1
E01001585,4
E01001585,4
E01001585,7
E01001585,0
E01001585,1
E01001585,3
E01001586,1
E01001586,0
E01001586,9
E01001586,2
E01001586,1
E01001587,4
E01001587,6
E01001587,9
E01001587,3
E01001587,2
E01001587,5
E01001588,5
E01001588,7
E01001588,10
E01001588,1
E01001588,3
E01001588,1
E01001589,20
E01001589,14
E01001589,27
E01001589,0
E01001589,0
E01001589,1
E01001589,8
E01001590,7
E01001590,4
E01001590,15
E01001590,0
E01001590,1
E01001590,0
E01001590,5
E01001591,17
E01001591,17
E01001591,31
E01001591,0
E01001591,0
E01001591,7
E01001591,6
E01001592,4
E01001592,5
E01001592,12
E01001592,0
E01001592,1
E01001592,1
E01001593,1
E01001593,5
E01001593,12
E01001593,0
E01001593,0
E01001593,5
E01001594,16
E01001594,16
E01001594,21
E01001594,1
E01001594,2
E01001594,3
E01001595,11
E01001595,8
E01001595,22
E01001595,0
E01001595,0
E01001595,7
E01001595,3
E01001596,1
E01001596,2
E01001596,12
E01001596,0
E01001596,0
E01001597,8
E01001597,14
E01001597,19
E01001597,1
E01001597,0
E01001597,0
E01001597,3
E01001598,3
E01001598,1
E01001598,9
E01001598,0
E01001598,6
E01001598,1
E01001599,3
E01001599,6
E01001599,12
E01001599,0
E01001599,0
E01001599,5
E01001600,5
E01001600,17
E01001600,10
E01001600,0
E01001600,1
E01001600,0
E01001601,2
E01001601,5
E01001601,9
E01001601,0
E01001601,1
E01001601,0
E01001602,12
E01001602,11
E01001602,26
E01001602,0
E01001602,1
E01001602,2
E01001602,8
E01001603,10
E01001603,11
E01001603,25
E01001603,1
E01001603,0
E01001603,3
E01001604,5
E01001604,8
E01001604,19
E01001604,3
E01001604,1
E01001604,5
E01001605,1
E01001605,4
E01001605,7
E01001605,0
E01001605,0
E01001605,1
E01001606,6
E01001606,5
E01001606,14
E01001606,0
E01001606,4
E01001606,0
E01001607,6
E01001607,11
E01001607,14
E01001607,0
E01001607,1
E01001607,2
E01001608,4
E01001608,7
E01001608,5
E01001608,0
E01001608,2
E01001609,21
E01001609,31
E01001609,33
E01001609,0
E01001609,1
E01001609,9
E01001610,5
E01001610,2
E01001610,6
E01001610,0
E01001610,0
E01001610,1
E01001611,3
E01001611,4
E01001611,6
E01001611,0
E01001611,0
E01001611,0
E01001613,11
E01001613,12
E01001613,24
E01001613,0
E01001613,5
E01001613,3
E01001614,6
E01001614,11
E01001614,11
E01001614,2
E01001614,2
E01001614,2
E01001615,30
E01001615,28
E01001615,41
E01001615,1
E01001615,0
E01001615,3
E01001615,9
E01001617,8
E01001617,11
E01001617,11
E01001617,1
E01001617,2
E01001617,2
E01001618,2
E01001618,3
E01001618,15
E01001618,0
E01001618,1
E01001618,0
E01001619,3
E01001619,7
E01001619,17
E01001619,0
E01001619,0
E01001619,0
E01001620,7
E01001620,12
E01001620,10
E01001620,1
E01001620,1
E01001620,1
E01001621,10
E01001621,17
E01001621,17
E01001621,0
E01001621,2
E01001621,3
E01001623,6
E01001623,9
E01001623,15
E01001623,0
E01001623,0
E01001623,3
E01001624,12
E01001624,9
E01001624,26
E01001624,0
E01001624,1
E01001624,5
E01001625,14
E01001625,8
E01001625,6
E01001625,0
E01001625,1
E01001625,0
E01001625,4
E01001629,20
E01001629,16
E01001629,26
E01001629,1
E01001629,0
E01001629,4
E01001629,8
E01001631,32
E01001631,39
E01001631,31
E01001631,0
E01001631,6
E01001631,10
E01001632,11
E01001632,16
E01001632,12
E01001632,1
E01001632,2
E01001632,3
E01001633,9
E01001633,12
E01001633,9
E01001633,1
E01001633,4
E01001633,4
E01001634,16
E01001634,20
E01001634,17
E01001634,0
E01001634,0
E01001634,5
E01001634,4
E01001635,5
E01001635,5
E01001635,6
E01001635,0
E01001635,3
E01001635,0
E01001636,15
E01001636,15
E01001636,20
E01001636,2
E01001636,1
E01001636,0
E01001637,7
E01001637,12
E01001637,15
E01001637,0
E01001637,1
E01001637,8
E01001638,12
E01001638,14
E01001638,14
E01001638,1
E01001638,8
E01001638,5
E01001640,37
E01001640,49
E01001640,53
E01001640,0
E01001640,1
E01001640,5
E01001640,21
E01001641,26
E01001641,40
E01001641,47
E01001641,1
E01001641,5
E01001641,13
E01001642,8
E01001642,14
E01001642,8
E01001642,0
E01001642,0
E01001642,0
E01001642,8
